ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
327,52,22569856.703449823,P,Pekerja Swasta,SMA,3,9,Sakit Berat,Rendah
328,65,128237028.38050722,P,Pelajar,S3,6,9,Sakit Berat,Tinggi
329,42,121273867.2561299,P,Pegawai Negeri,S1,3,12,Sakit Berat,Rendah
330,52,44248831.55655064,L,Pekerja Swasta,SMA,6,18,Sakit Ringan,Tinggi
331,42,47164876.888435364,P,Wiraswasta,SMA,4,16,Sakit Berat,Tinggi
332,46,162681947.80303282,P,Pegawai Negeri,D3,2,15,Sakit Ringan,Sedang
333,35,179761242.51428297,P,Wiraswasta,S2,5,3,Sakit Berat,Tinggi
334,63,70943053.85907853,L,Wiraswasta,D3,2,19,Sakit Ringan,Sedang
335,35,98833513.51326232,L,Pekerja Swasta,S1,2,2,Sehat,Rendah
336,19,83899107.38690364,P,Pelajar,S2,5,4,Sakit Berat,Sedang
337,52,33058462.33759734,L,Wiraswasta,S3,2,12,Sakit Ringan,Rendah
338,33,141176764.28284568,L,Wiraswasta,S1,4,13,Sehat,Sedang
339,58,168534728.26502421,L,Wiraswasta,S1,6,8,Sakit Berat,Rendah
340,53,74878284.33041728,P,Pekerja Swasta,D3,1,8,Sakit Ringan,Tinggi
341,50,198231642.8535293,L,Pekerja Swasta,S2,2,7,Sehat,Sedang
342,21,33653280.31082389,L,Pelajar,S1,1,9,Sakit Ringan,Rendah
343,50,139122328.48661375,P,Pekerja Swasta,S2,4,19,Sakit Berat,Sedang
344,31,100681042.61469601,P,Pegawai Negeri,S3,4,17,Sehat,Tinggi
345,38,100388342.19919805,L,Pelajar,S2,2,11,Sehat,Rendah
346,65,102376210.88603725,P,Pekerja Swasta,D3,3,12,Sehat,Tinggi
347,37,66562719.284257114,P,Pekerja Swasta,D3,2,15,Sakit Berat,Sedang
348,25,148801308.91980183,P,Wiraswasta,S1,1,2,Sehat,Tinggi
349,24,149883774.69530484,P,Pekerja Swasta,S2,4,8,Sakit Ringan,Rendah
350,20,70831479.81904887,L,Wiraswasta,D3,1,15,Sakit Berat,Tinggi
351,34,170355162.95452103,P,Pekerja Swasta,SMA,1,16,Sehat,Tinggi
352,50,77032089.85705939,P,Pekerja Swasta,D3,5,15,Sakit Berat,Rendah
353,65,150516762.3175776,L,Pekerja Swasta,S3,4,9,Sakit Berat,Rendah
354,29,41779958.152171955,P,Pekerja Swasta,SMA,4,17,Sehat,Tinggi
355,68,50366295.70467422,L,Pekerja Swasta,S2,1,20,Sehat,Sedang
356,39,76843216.0114852,P,Pelajar,S1,6,1,Sehat,Tinggi
357,39,126897278.18021506,L,Pekerja Swasta,SMA,4,13,Sakit Ringan,Tinggi
358,63,136192067.38616586,P,Pekerja Swasta,D3,6,4,Sehat,Rendah
359,47,91344110.95414548,P,Wiraswasta,S1,6,5,Sakit Ringan,Rendah
360,55,34011047.55989253,L,Pegawai Negeri,S1,2,19,Sehat,Rendah
361,55,87254237.37669037,L,Pegawai Negeri,S1,5,0,Sakit Berat,Rendah
362,62,143978152.8726473,L,Pelajar,S1,2,14,Sakit Berat,Tinggi
363,68,140779183.0034569,L,Pekerja Swasta,S2,3,2,Sehat,Rendah
364,25,48835354.376979694,L,Pegawai Negeri,S2,3,20,Sehat,Rendah
365,44,21401114.648414087,P,Wiraswasta,S2,6,18,Sehat,Sedang
366,44,155536691.113301,L,Wiraswasta,D3,1,17,Sakit Berat,Sedang
367,51,39146269.94934387,P,Pelajar,S2,6,14,Sakit Berat,Sedang
368,38,34822845.91357139,L,Wiraswasta,S1,3,17,Sakit Berat,Sedang
369,47,20486219.030149423,L,Pegawai Negeri,SMA,2,0,Sehat,Tinggi
370,50,97868238.6722469,P,Pegawai Negeri,SMA,3,13,Sehat,Sedang
371,45,110587502.1621466,P,Pegawai Negeri,SMA,1,16,Sakit Berat,Sedang
372,64,134779528.3067463,P,Pekerja Swasta,SMA,4,19,Sakit Ringan,Sedang
373,50,73291491.32826546,P,Wiraswasta,SMA,5,7,Sehat,Tinggi
374,22,147876448.9496204,L,Wiraswasta,S3,1,7,Sehat,Tinggi
375,65,50479734.33324948,P,Pekerja Swasta,SMA,1,16,Sakit Ringan,Tinggi
376,36,169758209.55986252,L,Pegawai Negeri,SMA,1,0,Sakit Berat,Sedang
377,21,122932699.2002802,L,Wiraswasta,SMA,2,6,Sehat,Tinggi
378,52,125100168.20696871,L,Pegawai Negeri,D3,4,13,Sakit Ringan,Tinggi
379,66,57759574.480239466,P,Pekerja Swasta,S3,1,20,Sakit Ringan,Sedang
380,34,33339574.874069884,P,Pegawai Negeri,SMA,4,5,Sakit Berat,Tinggi
381,61,103650464.55452086,P,Pelajar,S2,6,16,Sakit Ringan,Tinggi
382,45,130810151.34602462,P,Pekerja Swasta,D3,1,13,Sakit Berat,Tinggi
383,47,37108362.55910341,P,Pegawai Negeri,S3,2,6,Sakit Ringan,Sedang
384,46,191096205.41507,P,Pekerja Swasta,S2,1,14,Sehat,Tinggi
385,63,196474584.84190524,L,Wiraswasta,S2,6,7,Sakit Berat,Rendah
386,70,118182205.17064856,P,Pelajar,D3,3,15,Sakit Berat,Tinggi
387,23,191012447.94921312,L,Pekerja Swasta,S2,2,9,Sakit Ringan,Sedang
388,52,52300142.76455355,L,Pegawai Negeri,S1,1,8,Sehat,Rendah
389,58,24575723.33231448,P,Wiraswasta,D3,1,18,Sakit Ringan,Rendah
390,54,27093716.352270186,P,Pegawai Negeri,D3,1,1,Sakit Ringan,Sedang
391,41,125752246.29682024,P,Pegawai Negeri,S1,3,7,Sakit Ringan,Tinggi
392,46,31095539.018628236,P,Pekerja Swasta,D3,3,10,Sehat,Sedang
393,66,192538209.22833568,L,Pekerja Swasta,S2,1,3,Sehat,Sedang
394,63,45547977.936691746,P,Pegawai Negeri,S2,3,17,Sakit Ringan,Sedang
395,70,74850105.08953616,P,Pekerja Swasta,S2,1,17,Sakit Berat,Rendah
396,48,168053204.35970274,L,Pegawai Negeri,S1,3,1,Sakit Berat,Tinggi
397,52,59373258.15873676,L,Pekerja Swasta,S2,4,4,Sakit Berat,Sedang
398,50,63734322.521822706,P,Pelajar,S1,6,13,Sakit Berat,Tinggi
399,69,135615612.04238328,L,Pekerja Swasta,S1,1,12,Sakit Ringan,Rendah
400,38,69695495.9280672,P,Pegawai Negeri,S1,6,7,Sakit Ringan,Tinggi
401,49,59140574.12138605,P,Wiraswasta,D3,1,10,Sehat,Sedang
402,40,65751988.57501835,L,Pekerja Swasta,S3,5,7,Sakit Berat,Rendah
403,50,108316549.88133083,L,Pelajar,S1,5,14,Sakit Ringan,Rendah
404,20,193897977.0916668,P,Pelajar,S2,2,5,Sakit Berat,Rendah
405,35,169802829.4810211,P,Pelajar,S1,4,16,Sakit Berat,Rendah
406,42,71229847.62083188,P,Pelajar,SMA,4,10,Sakit Ringan,Sedang
407,59,85407177.5296576,L,Pegawai Negeri,D3,2,6,Sakit Ringan,Sedang
408,48,103612205.09073393,L,Pelajar,S2,5,1,Sakit Ringan,Tinggi
409,20,196207336.46305826,P,Wiraswasta,D3,2,2,Sakit Berat,Rendah
410,57,51030284.30042882,P,Pekerja Swasta,D3,5,17,Sehat,Tinggi
411,63,84346958.6285389,L,Pelajar,SMA,1,20,Sakit Berat,Rendah
412,41,151296696.9168887,P,Pekerja Swasta,S1,6,19,Sakit Ringan,Tinggi
413,67,193509872.1684098,L,Pegawai Negeri,S2,2,13,Sakit Berat,Tinggi
414,49,48021538.29756278,P,Pekerja Swasta,S3,3,8,Sehat,Sedang
415,64,60928391.75498223,L,Pegawai Negeri,D3,6,7,Sakit Ringan,Rendah
416,39,60625041.39027744,P,Pegawai Negeri,S3,5,17,Sakit Ringan,Tinggi
417,40,23767765.30857323,P,Pekerja Swasta,S3,1,11,Sakit Berat,Tinggi
418,19,128740812.49657091,P,Pelajar,S1,3,11,Sakit Ringan,Rendah
419,44,140726553.3462609,L,Wiraswasta,S3,3,9,Sehat,Tinggi
420,59,128454660.22254561,P,Pekerja Swasta,S2,4,8,Sakit Ringan,Rendah
421,19,32838138.09430658,P,Wiraswasta,S1,5,1,Sakit Berat,Tinggi
422,43,32461422.63421371,P,Pekerja Swasta,S3,1,20,Sakit Ringan,Sedang
423,34,57869579.808942325,P,Wiraswasta,S1,5,10,Sakit Berat,Sedang
424,57,72253012.82580464,P,Pekerja Swasta,S2,1,9,Sakit Ringan,Tinggi
425,50,161577858.06380853,P,Wiraswasta,D3,6,7,Sakit Ringan,Sedang
426,26,48690247.8348058,L,Wiraswasta,SMA,5,4,Sakit Berat,Tinggi
427,60,27936598.951555785,L,Pekerja Swasta,S1,6,4,Sehat,Sedang
428,65,90917751.38834992,P,Pekerja Swasta,SMA,3,8,Sakit Berat,Sedang
429,56,94950590.62554565,P,Pegawai Negeri,D3,4,10,Sehat,Rendah
430,46,101163320.87401175,L,Wiraswasta,S2,6,11,Sakit Berat,Rendah
431,59,168842637.92485434,L,Pekerja Swasta,D3,2,4,Sakit Ringan,Sedang
432,43,37640974.67676951,P,Pelajar,SMA,5,5,Sehat,Tinggi
433,52,146709574.83595318,L,Pelajar,S2,3,0,Sakit Berat,Tinggi
434,67,80830202.78815234,P,Pegawai Negeri,S3,2,15,Sakit Berat,Rendah
435,42,75796424.5583846,P,Pelajar,S3,6,13,Sakit Berat,Rendah
436,41,187857762.69547638,L,Pekerja Swasta,S1,2,13,Sakit Berat,Sedang
437,30,64724334.39501357,P,Wiraswasta,S3,2,12,Sehat,Tinggi
438,24,135655730.36108595,P,Pekerja Swasta,SMA,6,11,Sehat,Tinggi
439,53,69522996.32769658,P,Pelajar,S3,3,6,Sehat,Sedang
440,62,111285898.87526932,P,Pelajar,S1,6,5,Sehat,Rendah
441,37,161532720.66733003,L,Pekerja Swasta,S2,1,8,Sakit Berat,Tinggi
442,18,178710054.2329269,L,Pegawai Negeri,S3,2,20,Sehat,Sedang
443,25,170965503.25310907,L,Pekerja Swasta,S1,4,15,Sehat,Sedang
444,63,124792532.50603516,P,Pegawai Negeri,S3,1,8,Sakit Ringan,Tinggi
445,33,64786936.760879986,L,Pelajar,S3,3,13,Sakit Ringan,Sedang
446,31,139022008.98713583,L,Wiraswasta,SMA,2,8,Sehat,Sedang
447,29,147782908.24032944,L,Wiraswasta,S1,3,3,Sakit Ringan,Rendah
448,68,21924558.220430255,P,Pekerja Swasta,S1,3,8,Sakit Ringan,Rendah
449,40,99057891.96773742,P,Pegawai Negeri,D3,2,7,Sakit Ringan,Rendah
450,32,171787167.70791757,P,Pelajar,D3,3,13,Sakit Ringan,Rendah
451,45,108125767.32374853,P,Wiraswasta,S1,4,4,Sakit Berat,Tinggi
452,51,76047579.5893978,P,Pekerja Swasta,SMA,4,15,Sakit Ringan,Rendah
453,19,176923598.7844393,L,Pekerja Swasta,S3,5,9,Sakit Berat,Tinggi
454,49,48058525.555365026,L,Pelajar,S2,2,2,Sakit Berat,Tinggi
455,40,57160141.83491607,L,Pelajar,S3,2,8,Sakit Ringan,Tinggi
456,39,143727026.048504,P,Pekerja Swasta,S2,2,2,Sakit Berat,Tinggi
457,68,83438469.4747835,L,Pekerja Swasta,SMA,5,18,Sakit Berat,Tinggi
458,42,148343030.4320802,L,Pekerja Swasta,D3,6,18,Sakit Berat,Rendah
459,39,48386651.82670854,P,Pegawai Negeri,S1,4,0,Sakit Berat,Tinggi
460,39,65408436.128152266,P,Pelajar,SMA,4,18,Sakit Ringan,Tinggi
461,66,48196528.10545403,P,Pekerja Swasta,S2,2,14,Sakit Ringan,Sedang
462,69,191523856.44143173,P,Pelajar,S1,3,18,Sakit Berat,Rendah
463,59,92972712.95316634,L,Pekerja Swasta,S2,1,6,Sakit Ringan,Sedang
464,23,80699583.78384069,P,Pekerja Swasta,S3,1,0,Sehat,Rendah
465,32,22556388.110737648,P,Pekerja Swasta,S3,2,15,Sehat,Rendah
466,60,47615164.29395974,P,Pelajar,S3,2,7,Sakit Ringan,Tinggi
467,54,95804454.12364991,L,Pekerja Swasta,S1,4,11,Sehat,Sedang
468,50,32330502.662940934,L,Pekerja Swasta,D3,4,5,Sakit Ringan,Sedang
469,25,111933079.31111905,L,Pelajar,D3,3,9,Sakit Berat,Tinggi
470,70,101902778.9236006,L,Pekerja Swasta,S2,4,13,Sakit Ringan,Sedang
471,61,158090265.26198336,L,Wiraswasta,D3,1,4,Sakit Berat,Rendah
472,61,138764486.252057,P,Wiraswasta,D3,1,3,Sehat,Rendah
473,22,100270514.95770329,P,Pekerja Swasta,S2,4,13,Sakit Berat,Rendah
474,56,60438926.01891286,P,Pegawai Negeri,S2,1,16,Sakit Berat,Rendah
475,21,150835441.88320515,L,Pelajar,S2,6,0,Sehat,Tinggi
476,23,147415178.62175676,P,Pekerja Swasta,S1,1,16,Sakit Ringan,Tinggi
477,62,47593308.89276974,L,Pelajar,S2,1,19,Sakit Ringan,Tinggi
478,49,184655329.6565725,L,Pegawai Negeri,S1,1,8,Sakit Ringan,Sedang
479,69,31592920.88270777,P,Pegawai Negeri,S1,5,15,Sakit Ringan,Sedang
480,47,29906787.600688916,P,Pelajar,S1,2,2,Sakit Berat,Sedang
481,64,53723075.17923686,P,Pegawai Negeri,S2,3,9,Sakit Berat,Sedang
482,52,183702943.64877883,P,Pegawai Negeri,D3,5,16,Sehat,Tinggi
483,57,113599662.32664593,L,Pelajar,D3,3,15,Sehat,Sedang
484,69,161829365.72112203,L,Pegawai Negeri,S2,5,0,Sakit Berat,Sedang
485,33,61011773.85377011,L,Wiraswasta,D3,5,18,Sehat,Sedang
486,30,108239955.43767335,P,Pekerja Swasta,S2,3,14,Sakit Ringan,Rendah
487,67,84492103.4522988,L,Wiraswasta,S1,2,6,Sakit Berat,Tinggi
488,59,169009149.2719147,P,Wiraswasta,S3,4,7,Sehat,Tinggi
489,47,24068799.08466079,L,Pekerja Swasta,SMA,5,3,Sehat,Tinggi
490,36,63891691.393898964,P,Wiraswasta,S2,2,11,Sakit Ringan,Rendah
491,34,47463360.37442818,L,Pekerja Swasta,S1,4,1,Sakit Berat,Tinggi
492,36,174654026.9698825,P,Pekerja Swasta,S3,3,6,Sehat,Tinggi
493,45,104157892.94487783,P,Pelajar,S1,5,5,Sehat,Tinggi
494,43,92759607.90077892,L,Pekerja Swasta,SMA,4,1,Sehat,Sedang
495,54,100906897.17819437,P,Pekerja Swasta,D3,2,6,Sakit Ringan,Sedang
496,43,194946419.12642032,L,Pegawai Negeri,D3,4,1,Sehat,Tinggi
497,70,173048130.98046634,P,Pegawai Negeri,S1,3,3,Sakit Berat,Rendah
498,40,147146378.93305534,L,Wiraswasta,SMA,4,15,Sakit Ringan,Sedang
499,26,72286212.66018583,P,Pekerja Swasta,S1,1,5,Sakit Berat,Rendah
500,29,49731139.9133206,L,Pekerja Swasta,D3,5,9,Sakit Ringan,Rendah
501,70,185858053.2244016,L,Pelajar,S1,2,13,Sehat,Rendah
502,18,96153594.10336691,L,Pekerja Swasta,S3,6,2,Sakit Berat,Tinggi
503,18,70176043.90435325,L,Pelajar,SMA,2,13,Sehat,Sedang
504,64,104765748.75517438,P,Pekerja Swasta,D3,5,10,Sakit Berat,Tinggi
505,51,185212536.1076634,P,Pegawai Negeri,S1,5,10,Sehat,Tinggi
506,49,89672116.41043277,L,Pegawai Negeri,SMA,1,20,Sehat,Sedang
507,65,121275379.50465791,L,Pegawai Negeri,S1,1,10,Sakit Berat,Rendah
508,42,164533934.19954202,P,Wiraswasta,D3,2,3,Sakit Ringan,Tinggi
509,57,96883855.58871041,L,Pekerja Swasta,SMA,6,4,Sakit Berat,Rendah
510,62,62037524.346746296,L,Pegawai Negeri,D3,4,5,Sakit Ringan,Rendah
511,70,199014634.70894602,L,Pelajar,S3,6,13,Sakit Berat,Rendah
512,18,192182754.34138873,P,Pegawai Negeri,S3,5,6,Sakit Berat,Sedang
513,33,171826250.44259253,L,Pekerja Swasta,S2,1,5,Sakit Berat,Rendah
514,56,143907298.28946605,P,Pegawai Negeri,SMA,1,13,Sakit Ringan,Sedang
515,22,73075813.05254546,P,Pekerja Swasta,S3,1,15,Sehat,Sedang
516,39,184414328.86952576,P,Pekerja Swasta,S2,4,3,Sakit Ringan,Tinggi
517,46,69600200.62182117,L,Pegawai Negeri,SMA,2,17,Sehat,Rendah
518,20,164145709.04182985,L,Pelajar,D3,6,6,Sehat,Tinggi
519,29,185286470.22943515,L,Wiraswasta,S1,2,18,Sakit Berat,Tinggi
520,43,128540691.27738407,P,Pekerja Swasta,S1,1,13,Sakit Berat,Sedang
521,33,164550119.2204122,L,Wiraswasta,D3,4,14,Sehat,Tinggi
522,68,162505117.8563144,L,Pegawai Negeri,S3,4,20,Sakit Ringan,Rendah
523,54,54768395.20177638,P,Pekerja Swasta,S1,2,5,Sakit Berat,Rendah
524,39,140226405.24729523,P,Pekerja Swasta,D3,5,9,Sehat,Sedang
525,46,36824228.64279984,P,Pegawai Negeri,S2,1,2,Sakit Berat,Rendah
526,31,111413025.76474664,L,Wiraswasta,S2,4,12,Sakit Ringan,Sedang
527,45,49202398.665303946,L,Pelajar,D3,5,18,Sakit Berat,Sedang
528,22,94942909.78335771,L,Pegawai Negeri,SMA,3,20,Sehat,Sedang
529,64,169936773.44571877,P,Pegawai Negeri,S3,6,17,Sehat,Rendah
530,66,197690211.1334368,L,Pelajar,S3,1,2,Sakit Berat,Tinggi
531,47,77232769.69873118,P,Pelajar,D3,6,2,Sakit Ringan,Sedang
532,63,115752025.7809718,L,Pelajar,S1,3,16,Sakit Ringan,Sedang
533,69,112033644.38668793,L,Pelajar,S3,2,6,Sehat,Tinggi
534,22,191792271.76959187,L,Pegawai Negeri,S3,2,1,Sakit Berat,Sedang
535,29,106145071.83789924,L,Pelajar,S2,6,4,Sehat,Tinggi
536,33,145839116.97194558,L,Wiraswasta,S2,2,8,Sakit Ringan,Sedang
537,43,185922061.9595347,P,Pelajar,S2,6,2,Sakit Berat,Tinggi
538,43,87208140.71663122,P,Pekerja Swasta,S3,4,7,Sakit Ringan,Sedang
539,65,182382002.88416976,L,Pekerja Swasta,S3,4,3,Sehat,Sedang
540,38,185142119.94038242,L,Pelajar,S3,5,2,Sakit Berat,Sedang
541,56,187519250.71408352,P,Pegawai Negeri,S1,3,17,Sakit Ringan,Sedang
542,53,68680313.38485676,L,Pegawai Negeri,S1,2,14,Sakit Berat,Rendah
543,50,92064006.96859252,P,Wiraswasta,S1,2,10,Sakit Berat,Rendah
544,47,176671263.48062634,L,Pegawai Negeri,SMA,4,4,Sakit Ringan,Sedang
545,54,84649128.37047538,L,Wiraswasta,S3,4,15,Sehat,Tinggi
546,40,128045545.92803091,P,Wiraswasta,S3,4,18,Sakit Ringan,Sedang
547,27,41249811.30680935,P,Wiraswasta,D3,1,3,Sakit Ringan,Tinggi
548,22,30129497.86002334,L,Pelajar,D3,3,10,Sakit Berat,Tinggi
549,53,94158918.10859106,P,Pegawai Negeri,SMA,3,11,Sakit Berat,Rendah
550,51,124204975.86668915,P,Pekerja Swasta,D3,1,4,Sakit Ringan,Tinggi
551,69,90685840.40460944,L,Wiraswasta,S1,2,9,Sakit Ringan,Sedang
552,48,123992438.62895156,L,Pekerja Swasta,SMA,6,9,Sehat,Rendah
553,27,112715187.7109213,L,Wiraswasta,SMA,6,18,Sakit Berat,Rendah
554,36,143427301.27149367,L,Pegawai Negeri,SMA,5,4,Sakit Ringan,Rendah
555,49,136915837.59177017,P,Pelajar,S2,5,4,Sehat,Sedang
556,18,96364226.57718441,L,Wiraswasta,D3,2,3,Sakit Berat,Tinggi
557,22,96499143.27557538,L,Wiraswasta,S3,5,3,Sehat,Tinggi
558,62,45340101.202201754,P,Pekerja Swasta,S2,4,1,Sakit Ringan,Sedang
559,21,112382942.97736265,P,Pelajar,S1,3,2,Sakit Berat,Sedang
560,33,125692243.06442541,L,Pegawai Negeri,S2,6,3,Sehat,Rendah
561,41,105768091.52368872,L,Wiraswasta,S1,4,7,Sakit Ringan,Sedang
562,33,78627320.31565982,P,Pegawai Negeri,S3,5,8,Sehat,Tinggi
563,19,149896737.96531245,L,Pelajar,S3,5,7,Sehat,Sedang
564,66,33439096.03614033,P,Pekerja Swasta,D3,3,11,Sakit Ringan,Tinggi
565,45,184599266.55572852,P,Pelajar,S2,6,9,Sakit Berat,Sedang
566,49,23715819.118242793,P,Pelajar,S3,4,4,Sakit Ringan,Tinggi
567,44,193223024.01889002,L,Pelajar,S1,3,4,Sakit Berat,Sedang
568,37,103224008.16823924,L,Pelajar,S3,6,14,Sehat,Sedang
569,41,94280589.92063741,P,Pegawai Negeri,D3,5,19,Sehat,Rendah
570,29,66159923.14337386,L,Pegawai Negeri,S1,6,2,Sakit Ringan,Rendah
571,67,21812804.26981097,P,Pekerja Swasta,SMA,3,1,Sehat,Sedang
572,52,69462247.59592396,L,Wiraswasta,D3,3,14,Sehat,Tinggi
573,50,39691986.58286011,L,Wiraswasta,D3,5,12,Sakit Berat,Tinggi
574,50,138767751.68481106,P,Pelajar,SMA,3,11,Sakit Ringan,Sedang
575,68,77433495.01773071,L,Pelajar,S3,4,13,Sakit Berat,Rendah
576,60,158092279.11265907,L,Pegawai Negeri,D3,5,11,Sakit Ringan,Tinggi
577,54,57244913.72230105,L,Wiraswasta,SMA,3,14,Sehat,Rendah
578,29,182042274.3377797,P,Pekerja Swasta,SMA,2,20,Sehat,Rendah
579,20,114136672.71904986,L,Pelajar,D3,4,12,Sakit Ringan,Rendah
580,18,40611115.36441666,P,Pegawai Negeri,S2,4,2,Sakit Ringan,Sedang
581,50,92152142.41762622,L,Pelajar,D3,4,14,Sakit Ringan,Tinggi
582,57,57216894.3325571,L,Pelajar,S2,6,19,Sehat,Sedang
583,27,55943376.71027225,L,Pegawai Negeri,S3,1,17,Sakit Berat,Rendah
584,60,111146552.7773976,P,Wiraswasta,SMA,5,5,Sehat,Tinggi
585,61,140940562.81454706,P,Wiraswasta,S1,1,14,Sehat,Tinggi
586,46,184091276.99061707,P,Pelajar,D3,3,11,Sehat,Sedang
587,30,110389161.93745762,L,Wiraswasta,S1,5,1,Sakit Ringan,Tinggi
588,29,193850979.51049942,L,Pegawai Negeri,S3,6,4,Sehat,Tinggi
589,48,189494273.37320638,L,Wiraswasta,D3,4,16,Sakit Berat,Sedang
590,63,175711255.39718488,P,Pelajar,S1,4,12,Sakit Ringan,Rendah
591,19,109995907.69323534,L,Pelajar,S3,6,12,Sehat,Rendah
592,68,45362709.86383703,L,Pegawai Negeri,S2,4,3,Sehat,Tinggi
593,67,59222804.56676929,P,Pelajar,S3,4,15,Sehat,Rendah
594,52,136580600.4881556,L,Wiraswasta,D3,3,7,Sehat,Rendah
595,40,95915896.4511553,P,Pegawai Negeri,D3,2,2,Sakit Ringan,Sedang
596,34,46424293.71571936,L,Pelajar,D3,6,19,Sakit Ringan,Rendah
597,43,106218908.05507587,L,Pegawai Negeri,S3,5,1,Sakit Ringan,Sedang
598,25,23137498.190368265,L,Pegawai Negeri,D3,2,20,Sakit Ringan,Sedang
599,46,152101166.76192677,L,Wiraswasta,S3,6,2,Sakit Ringan,Rendah
600,43,33244633.008144356,L,Wiraswasta,SMA,5,10,Sehat,Sedang
601,27,133240451.58418143,P,Pekerja Swasta,SMA,6,10,Sakit Ringan,Tinggi
602,43,162741855.3726079,L,Pegawai Negeri,SMA,4,9,Sehat,Sedang
603,51,43875897.401713796,L,Wiraswasta,S1,6,10,Sakit Berat,Sedang
604,68,113354964.31988226,P,Pelajar,SMA,1,16,Sakit Berat,Sedang
605,58,160232152.58470455,P,Pekerja Swasta,SMA,3,6,Sehat,Rendah
606,24,66914021.85626025,P,Pekerja Swasta,S3,5,0,Sehat,Sedang
607,21,49324986.74029143,L,Pelajar,S3,4,19,Sakit Ringan,Tinggi
608,70,80627439.97414224,P,Wiraswasta,D3,1,14,Sakit Ringan,Rendah
609,67,119845851.78499684,P,Pegawai Negeri,D3,4,6,Sakit Berat,Rendah
610,62,123550327.073855,P,Pekerja Swasta,D3,3,3,Sakit Berat,Rendah
611,28,43557740.02238366,P,Pelajar,S3,1,2,Sehat,Tinggi
612,46,102362392.58131489,L,Pelajar,S3,6,19,Sakit Berat,Sedang
613,53,68290795.19710782,P,Pelajar,SMA,5,2,Sehat,Sedang
614,42,171564359.25169113,P,Pelajar,S2,6,19,Sehat,Tinggi
615,38,76443523.77152553,L,Pekerja Swasta,S3,5,9,Sakit Berat,Tinggi
616,53,170966814.41609472,L,Pegawai Negeri,S2,6,2,Sehat,Rendah
617,27,97141630.26832259,P,Wiraswasta,S3,5,4,Sehat,Tinggi
618,54,150785437.8487616,L,Pelajar,S3,5,19,Sehat,Sedang
619,26,111810841.13794586,P,Pelajar,S1,1,18,Sehat,Rendah
620,41,131953272.34357576,L,Pegawai Negeri,S2,3,20,Sakit Ringan,Tinggi
621,52,91164171.95504896,L,Pegawai Negeri,S1,1,9,Sakit Berat,Rendah
622,66,158277218.20534834,P,Wiraswasta,SMA,5,8,Sakit Berat,Tinggi
623,52,96534089.0432585,L,Pekerja Swasta,S1,3,10,Sehat,Sedang
624,65,102343096.38544793,L,Pegawai Negeri,S1,2,0,Sakit Berat,Tinggi
625,53,113182160.2815723,P,Pekerja Swasta,SMA,2,19,Sakit Berat,Sedang
626,35,169728341.30947703,P,Pekerja Swasta,S2,6,12,Sakit Ringan,Tinggi
627,66,138688207.1482637,L,Pelajar,D3,1,3,Sakit Ringan,Tinggi
628,56,82848869.58183496,L,Pekerja Swasta,S3,5,20,Sakit Ringan,Rendah
629,49,140657534.1166777,P,Pelajar,S2,6,9,Sakit Ringan,Sedang
630,41,135636783.14154392,L,Pelajar,SMA,2,3,Sakit Ringan,Tinggi
631,40,187583469.65834677,P,Wiraswasta,S1,2,7,Sehat,Tinggi
632,49,171454958.484563,L,Pekerja Swasta,D3,4,16,Sakit Berat,Tinggi
633,54,136540446.27522466,L,Pegawai Negeri,S1,4,1,Sakit Ringan,Rendah
634,29,81471279.92312784,P,Pegawai Negeri,S3,6,20,Sakit Ringan,Sedang
635,66,160323760.7950285,P,Pegawai Negeri,SMA,6,6,Sakit Berat,Rendah
636,30,123537492.75130418,L,Wiraswasta,D3,3,2,Sehat,Rendah
637,40,197348597.85816228,L,Pelajar,S2,3,20,Sakit Berat,Rendah
638,42,64551103.14256473,L,Pelajar,S2,5,10,Sakit Ringan,Tinggi
639,52,34338051.36755966,L,Pegawai Negeri,SMA,2,17,Sehat,Rendah
640,58,32580526.13983058,P,Pelajar,SMA,1,5,Sehat,Sedang
641,47,135205469.90330246,L,Pelajar,S1,1,19,Sehat,Sedang
642,34,189066841.2040743,L,Wiraswasta,D3,4,13,Sakit Berat,Sedang
643,66,20347744.572470933,P,Pekerja Swasta,S3,3,12,Sakit Berat,Sedang
644,37,150638788.4523999,P,Pekerja Swasta,SMA,5,1,Sakit Berat,Rendah
645,65,138271732.85593018,P,Wiraswasta,D3,4,15,Sakit Ringan,Tinggi
646,42,151814754.59950387,L,Wiraswasta,SMA,4,7,Sehat,Tinggi
647,39,83972973.2172204,P,Pelajar,SMA,5,14,Sakit Ringan,Tinggi
648,30,167689360.0384139,P,Wiraswasta,S2,5,12,Sehat,Sedang
649,36,28047247.65539515,L,Pelajar,D3,6,0,Sehat,Sedang
650,66,155977598.11196497,P,Pekerja Swasta,S2,2,1,Sehat,Rendah
651,53,68072949.4428358,P,Wiraswasta,S2,5,3,Sehat,Sedang
652,29,105830799.47445288,L,Pelajar,D3,5,12,Sehat,Rendah
653,58,168074528.8802997,P,Pekerja Swasta,S2,4,11,Sehat,Rendah
654,36,68844626.33440466,L,Pekerja Swasta,S1,4,11,Sehat,Sedang
